Cargo,Empresa,Local,Link
Desenvolvedor Sr,Núclea,,https://br.indeed.com/rc/clk?jk=43a234bb9f1614a2&bb=9YtLfHtXPt7-Oc8II5Wu-5_i8qRlF6h-QzrQfLqQW379HCWvOC_Esd7VFZE2ZbamAVkGQ-mxPw_GuQpA_FTvwBYqeiHFiacrz0OTEqNpsKZWW9bJKzhEfpTp5uG0C-ec&xkcb=SoC367M39wugzdxiBZ0AbzkdCdPP&fccid=8adca49385a2a8ef&vjs=3
Programa de Estágio - Gestão de Dados,Pragma Gestão de Patrimônio,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=5b97c59ea75d41de&bb=9YtLfHtXPt7-Oc8II5Wu-zSp968IjFkjSVaj9hz4jXmYGGpzl-QQuOYBU9swA1uvhH7jMygrPzg7msu7EWE5G-EAsjGH9nlEsJ5Pd06_Ammb3j-6yrdgxusYonFuEPaS&xkcb=SoA567M39wugzdxiBZ0HbzkdCdPP&fccid=b438be4cb4580c6d&vjs=3
Analista de Dados Pleno (Crédito),Asaas,Home Office,https://br.indeed.com/rc/clk?jk=eae0a2e6d7f5afb3&bb=9YtLfHtXPt7-Oc8II5Wu--cr8bojE7Cjbgl0LZWmyZkZa57XdoLphGWf2Cgy4KHdUWceqxQtkUFj6aDMOjfKMYUCCq0TfL6DzCu88Xhh_1K194Evj5p0FQlE-YEfu8jS&xkcb=SoCN67M39wugzdxiBZ0GbzkdCdPP&fccid=2cb68576e9f355b8&vjs=3
Analista de Desenvolvimento de Software Pleno,Serasa,Anunciada há 5 dias,https://br.indeed.com/rc/clk?jk=96e45e9a7fe2e2c6&bb=9YtLfHtXPt7-Oc8II5Wu-9rP3z_MuocKvxf3hrwm3WwjBhYSxcYzCReQq3JFnRYQsGZofAa80GOOcSviq0Gt6LaIk5Z-kdHjGwLU_sqLxuJFAWz4LfZ7mcGF61omWcx7&xkcb=SoAQ67M39wugzdxiBZ0FbzkdCdPP&fccid=e5c86fb795b26050&vjs=3
Staff Analyst,BOEING,,https://br.indeed.com/rc/clk?jk=ee6d508be5bbcb18&bb=FEbo5dgEytuU5fhd8IzxY8_3XiPqF1vd5gDHjsBkTqaf2yafuVhnCerwAo0H4J06Yu0OZMHks-IT_GgTgSV_gTvbIhuuZeM_CUoQJ7o-696QUiQR6_Ho6Q%3D%3D&xkcb=SoAF67M39wugCBALAj0LbzkdCdPP&fccid=edae4285faf6c2f0&vjs=3
Software Engineer,Octaplus Financial Analytics,,https://br.indeed.com/rc/clk?jk=b31cb4ba5e09d90d&bb=FEbo5dgEytuU5fhd8IzxY2e7Fbe_m_dZ70U4-pR1FMtb4pfXzNXveHXkfXKohXXdwoYdGVh6EctPCQiIaGSCWHJdXs-aEemLtbHtiYAosuvYKWg6PXLGzLS_lISgWSJX&xkcb=SoCx67M39wugCBALAj0KbzkdCdPP&fccid=ebbf970eaedd1793&vjs=3
TI | Desenvolvedor(a) Full Stack,Hurb,Home Office,https://br.indeed.com/rc/clk?jk=c91fa6e98d582c7b&bb=FEbo5dgEytuU5fhd8IzxY8vAS6REHvvm4JA3cILFNRNJUKFET4hge6SHcSyRI2TiDi6Pv2CJRfgYyr1oLQ2bIGWw27hr-sBzaXwB7lcEhu-YjhYaDppdL8X2uzhTeYwg&xkcb=SoAs67M39wugCBALAj0JbzkdCdPP&fccid=a784efba46c28b98&vjs=3
QA Cypress Jest - Pleno,Iventis Tecnologia,Anunciada há 2 dias,https://br.indeed.com/rc/clk?jk=a40b4da86524ece9&bb=FEbo5dgEytuU5fhd8IzxYwh8-IgRKRuTRdSzTcPIoSEHODQ66qK8XJl92P2obfuEBJdlv8p2tlabL-bSpjQ_XEZczsx9hQ1cB9vGlVgn3jxNB4aeLlXGK5Iq24Ox5Rwm&xkcb=SoCY67M39wugCBALAj0IbzkdCdPP&fccid=24fa4dd6c4a254c2&vjs=3
Site Reliability Engineer - Senior - PJ,Atlas Technologies,Home Office,https://br.indeed.com/rc/clk?jk=87a5c7cf25901057&bb=FEbo5dgEytuU5fhd8IzxY5sBzQ1kUdHE5gex2bbu5C6CxVHaPiuwcSWsL4OvsavXmu_owAFgST6YHLvY5WLOdvpg1wELWVKYlH6-Bi7xMcOVo6bNzLMdLQi4jJ09pgaq&xkcb=SoAW67M39wugCBALAj0PbzkdCdPP&fccid=e2ba50971167dfa2&vjs=3
Tech | Tech Manager (Flutter),Fluency Academy,Home Office,https://br.indeed.com/rc/clk?jk=b5e11bc8b16dd38f&bb=FEbo5dgEytuU5fhd8IzxY4AZlaGUF9lrX0PEez_VRJlXz254aKUtkR7kqN4G1kzjFRamBQA90M-vBwgllDQwzgYgCUEXUvHe_NvQPazK4WA-fYUk1iSDTtsg4I5Jd7iQ&xkcb=SoCi67M39wugCBALAj0ObzkdCdPP&fccid=06ea95cf2026d2b0&vjs=3
Desenvolvedor Back end,Stella Energia,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=81b3ea3d7fd5dc8f&bb=FEbo5dgEytuU5fhd8IzxY2gYAFwnOk8iVLWU8pfFoKce8fI2NnS6B6WFfV5J2N5L6veBfClpexYQauI0DTK1xUNulKSQBOG45a4vy4any2BmAbkE_b3bvNrnmCGgGOkW&xkcb=SoA_67M39wugCBALAj0NbzkdCdPP&fccid=8e96f90b2e5c7435&vjs=3
DBA Pl.,PagBank,,https://br.indeed.com/rc/clk?jk=62c466601d7b2962&bb=FEbo5dgEytuU5fhd8IzxYxxfFqp6OrHbkInkS66lumC6-hLHWUfUQI1NAUMHoWRIwzqQS0vdz5kIlN0sm-KGJk74395AagDa9-WGlJPew9axDf8CGMxk7vF3NcjwQzOm&xkcb=SoCL67M39wugCBALAj0MbzkdCdPP&fccid=8bdcb3c4087941be&vjs=3
Analista de Inteligência Artificial Júnior,KASP SERVICOS ADMINISTRATIVOS LTDA,,https://br.indeed.com/rc/clk?jk=c46b082c92614734&bb=FEbo5dgEytuU5fhd8IzxY9W9YJljXogJ0Q6uSkt8ILnaAhAScxTQ7XZiQjPVnb-TXNwDD0XcSuoQCo_WbwbmtpV6QEAV-tCM-ylfGKTH8ASO25pLdH_3HIxMtPEfT3X4&xkcb=SoBi67M39wugCBALAj0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
FX and Fixed Income Trader- H/F/X,Société Générale,Anunciada há 1 dia,https://br.indeed.com/rc/clk?jk=2bc18ea8da083813&bb=FEbo5dgEytuU5fhd8IzxY9W9YJljXogJWbG5FkOHJJcoeqcaBdF50rUiI_khpYSuJt5A7y4HdAU2imO0fq2JpuRkpXf4Rd06iM5BAGMW9DjG224HBdl2RA%3D%3D&xkcb=SoDW67M39wugCBALAj0CbzkdCdPP&fccid=df6948c9b8da6236&vjs=3
Especialista de Crédito - Foco em Estratégia de Crédito (Concessão e Manutenção),Central Ailos,Home Office,https://br.indeed.com/rc/clk?jk=c85b75db79593f73&bb=FEbo5dgEytuU5fhd8IzxY8PrJ2sMkN0IkuvIuO4-jxyTgU-EoiQCUFafmRNRnBZtMqYveSZkFgu1MplJpjNsm-MUX74PPCecL_nw6o-zXQlVOJem2RjEKAiPLwloEJpG&xkcb=SoBL67M39wugCBALAj0BbzkdCdPP&fccid=a7d861d970e4c83c&vjs=3
Data Analytics Analyst,Alvarez and Marsal,Home Office,https://br.indeed.com/rc/clk?jk=28762e51c3abbb28&bb=FEbo5dgEytuU5fhd8IzxY4AZlaGUF9lruHPVPe2srAn2JYuXJnRW4WnnOgOyCvVgK4pAVvf3vAoPAel9s8DeDnBG1WwFcDpuvcW6_dpDglzP_91tHvdLti6ca-qLsFhR&xkcb=SoD_67M39wugCBALAj0AbzkdCdPP&fccid=fcce311099a3a228&vjs=3
Analista de Cadastro,Inneo - Neoprene Brasil,,https://br.indeed.com/rc/clk?jk=9a2a2bf38b8dbb68&bb=FEbo5dgEytuU5fhd8IzxYwhxEXoYLUZ9IywOz6-18xrZhYbstu1t917eKbTs-I1y8Uq1rUmDwTDcwuFVkSftnD2Fmga5uIH3CzwBoRmVi2bmA9ta2LYgVlLo9CeqiD--&xkcb=SoBx67M39wugCBALAj0HbzkdCdPP&fccid=42a922bf1a7b6ee5&vjs=3
Desenvolvedor(a) de Software Java | IT Previdência,Magnetis,,https://br.indeed.com/rc/clk?jk=cb6e11015bd72bb5&bb=FEbo5dgEytuU5fhd8IzxY-vbP17c2hngTCjj3_En6IxxNz1GDPSJ3WRz5g1-P8pSO9BAMhG540_b7hSwVbCuGl-p53bd3_CDw10DmADPRLUqVC2tLbvAFU_m13fn8DDD&xkcb=SoDF67M39wugCBALAj0GbzkdCdPP&fccid=8546d692b2288496&vjs=3
Pessoa Analista Desenvolvimento de Sistemas Pleno,Neoway,Home Office,https://br.indeed.com/rc/clk?jk=99be2f26311bc03a&bb=FEbo5dgEytuU5fhd8IzxY7XummqmjecLthUGruqjEZGlU0f2Lh8SaCkAK10OEmwDAIWzLhJwvq4dBxDoVqnLwNMna7Lltxz321sXRYxJZiHkposON16wVm9slCImNXCg&xkcb=SoBY67M39wugCBALAj0FbzkdCdPP&fccid=ca65a217a55501e1&vjs=3
Pessoa Analista QA PL (Foco em IA),Joby,,https://br.indeed.com/rc/clk?jk=21e5b7f66b9e46d9&bb=OVGYFZybqqAfmmpMyab0b06etJLVn5YIgq9PUg27-jfPONyLx7zrEBCfhB9RJcjRnvyjvkZyglV3P2t4FTDhWdyU8aGGj-kb7-jBtJl29-o_y0IhA8L0of2_phlbVz_j&xkcb=SoDE67M39wu_l8gLAr0DbzkdCdPP&fccid=645f72db259c64b8&vjs=3
Líder Técnico,WANSOFT BRAZIL,,https://br.indeed.com/rc/clk?jk=2e5839a70dfe3b24&bb=OVGYFZybqqAfmmpMyab0b-LzCwf2tUr2Yf7AUsh0b7DIbCSEqydDojSH6Jg0NYozD7j2JSY6XN9yqaV0tT7MxTgZcUnjwgBS0VAkJ8exXi7vuyk7Q2GdH32l1MdHxayZ&xkcb=SoBw67M39wu_l8gLAr0CbzkdCdPP&fccid=52f6e65de1d48ab2&vjs=3
Pessoa Engenheira de Planejamento,Timenow,Anunciada há 3 dias,https://br.indeed.com/rc/clk?jk=6e883842a0850f12&bb=OVGYFZybqqAfmmpMyab0b56VggYQjOq_Eb-lEheUHXbBaVHYEHCCOUkzilG5fKptfdEFpvvOvLD3D6J2VIJ-yLON3wRz5rsar2x2dDeNd34rD2UzPE6cnD5czTUx1FX9&xkcb=SoDt67M39wu_l8gLAr0BbzkdCdPP&fccid=a3aa89e246cc9f61&vjs=3
"Desenvolvedor full stack pleno - nodejs, typescript, react (time cirrus)",Netvagas,Home Office,https://br.indeed.com/rc/clk?jk=6978072d31e35fdd&bb=OVGYFZybqqAfmmpMyab0b3Fp-OgLkeSPPicUPOmqBfW3c1li09FkSiqndXuxRtw-oIFDfcIpxkoU9KnHzlZr40RmBpllE8BTH6zbl8TFAEhukTH9Xvx1r4NWM_scVnh0&xkcb=SoBZ67M39wu_l8gLAr0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Assistente de Negócios (Marketplace),SICOOB,,https://br.indeed.com/rc/clk?jk=701ae86ff211aed9&bb=OVGYFZybqqAfmmpMyab0byAKia4BE2_ajWmGBpTB4o0fYxHVTyXWEwRtnlrxve7KHmcUiMSjaPgt3fWbd4r8IgyOqINpAPXG4WcMlsDBu16XnwJh9sLXGOYfZpd4hfN4&xkcb=SoDX67M39wu_l8gLAr0HbzkdCdPP&fccid=b43e51229e61c0a6&vjs=3
Machine Learning Engineer,Ambush Consulting,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=8a93f649086953da&bb=OVGYFZybqqAfmmpMyab0b_fiFozeKE-oRPH0i66TzMBCrKMJJ3qilMCxWprKaQaut37uUARUHx7GuaKkB8zs-5bTe1ia2vb76-aZ_wVP_8czmBcPxcTuiiUR_43nkFKI&xkcb=SoBj67M39wu_l8gLAr0GbzkdCdPP&fccid=bfe2f3163d5f7b9a&vjs=3
Technical Consultants Pl e Sr – ITOM Servicenow,Aoop Cloud Solutions,Home Office,https://br.indeed.com/rc/clk?jk=0608b6cf9fbc0397&bb=OVGYFZybqqAfmmpMyab0b4GU5izdivb-nVnLaoyEjtM48lRixJ1gk2SCYbs1seNkAOP3oETN3HndEQIgPT4GkOHQOnDgYrCykYB8yCy3qmeo_T0SaeXjFGMhANMBSx9P&xkcb=SoD-67M39wu_l8gLAr0FbzkdCdPP&fccid=2247967a281c1e0f&vjs=3
Desenvolvedor (RPA) – Macaé RJ –Remoto (48475) - Vaga,Divulga Vagas - Consultoria,,https://br.indeed.com/rc/clk?jk=dc119ab3f2a6c8e4&bb=OVGYFZybqqAfmmpMyab0b3goa7Yll9im1HQ3vLI-vhY-k6Q0IDRq_guqrk5X7ej6s_HIcxzgyZAmMKHC9RB6i-Ve_Wb5LODsUO-KDQQ9lafYCzGnu6Euofu0r4dAupO4&xkcb=SoBK67M39wu_l8gLAr0EbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
QA Cypress Jest - Pleno,Iventis Tecnologia,Anunciada há 2 dias,https://br.indeed.com/rc/clk?jk=a40b4da86524ece9&bb=OVGYFZybqqAfmmpMyab0b5-hrkK44_q0zOQ4ITdTyR_aFl7jGwqG5fXsXSEIt5-7OGvnG06IR0GrFoS2eJgUsY9Y0xAkIyNSrZFsz5CtkqZy-m-TOMb6ubFYU0bnxM5A&xkcb=SoBt67M39wu_l8gLAr0bbzkdCdPP&fccid=24fa4dd6c4a254c2&vjs=3
Analista de Infraestrutura TI,GESTAO OPME LTDA,,https://br.indeed.com/rc/clk?jk=2bb645a0beb66526&bb=OVGYFZybqqAfmmpMyab0b4GU5izdivb-Hof_IKhDNGr4TgAGKfjmqMOZJ6-ii9AuJxKV_cBLaP9r2-hzFtGvXUmIrt4CJXkEluTHFMCD8ynKdE5nsZexH6_d8_4ydcjD&xkcb=SoDZ67M39wu_l8gLAr0abzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de Business Intelligence Pleno | Produto E-Commerce,Riachuelo,,https://br.indeed.com/rc/clk?jk=4a8fc0d5407017c5&bb=OVGYFZybqqAfmmpMyab0b6FFLZCUK2uS0BZow1iSvny0e86NxDRrLVV2H2KBoNXoN334JZRnKR40azHHztaMFrceDzF9bDpq5X33SAQwIq2V14ZEyKkex-6PHpiFVAAx&xkcb=SoBE67M39wu_l8gLAr0ZbzkdCdPP&fccid=91677252111e9a57&vjs=3
Estágio em Desenvolvimento de Software 3D,SiDi,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e911ae7cb19f12e2&bb=OVGYFZybqqAfmmpMyab0bzeZXXpF1GUGw28mWcrEjx7XAQ5OjOYb5LwBBiPh-_JR9vXHB_nsmXUutDsr0fOPHVXiTSJcg10ZQzmfRvgtgwFB5HxLDpJqe2aSdqg-xcyV&xkcb=SoDw67M39wu_l8gLAr0YbzkdCdPP&fccid=d944f1c7c41daa58&vjs=3
Business Development Specialist,inDrive,,https://br.indeed.com/rc/clk?jk=621197e78a0ca040&bb=OVGYFZybqqAfmmpMyab0b_zEzAcQdsg9sP1cr25chGI5AwLt3W5wDuwLFq9ZFAAgAib0LA6-mhxwIABf_ZoBhVgXt171TvJiy3AU1pkiFfSj3YV_hVjqgYSeTlmpwQG8&xkcb=SoB-67M39wu_l8gLAr0fbzkdCdPP&fccid=feb0f653f9961171&vjs=3
Trader de Fertilizantes Pleno,CHS Inc,,https://br.indeed.com/rc/clk?jk=e43e3e6ac422a7ba&bb=OVGYFZybqqAfmmpMyab0b7vZvhU_RZIO-zsCCaJjUBxuz-WEn2KfdShICfzenshGaIzZx9eMaaxiHimPocdJGe9XW2TIwhE-ShAFwSrgR_5VHGIof8dK8_efPm5YVH9t&xkcb=SoDK67M39wu_l8gLAr0ebzkdCdPP&fccid=81a2aa4faaec53ba&vjs=3
16338-analista suporte a aplicações,Netvagas,,https://br.indeed.com/rc/clk?jk=c808fdbc7e92229a&bb=OVGYFZybqqAfmmpMyab0b_2nB_QeiiQBqqaVMGuSsvtjY4JqlusuVlX9T8eLhIDgC26Wy3ent6do19rL0Krqa7FJyLPKGV-TCWyek9m0XAh9-iK8fdZNVPI1FyyRoAZp&xkcb=SoBX67M39wu_l8gLAr0dbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Estagiário(a) Dados e Analytics,Quem somos,Anunciada há mais de 30 dias,https://br.indeed.com/rc/clk?jk=9d8387b0253e8321&bb=BUbOM7OvCXMYs9ltY_EUcuta8jvkTW6eBMNQfwoR9B5yGWnk8bByNZ_WvBfirZbh1ZpaAW7zOD4j0ZEY4TcT7D03_1IYKQsN0GEHl0DkBij7yak0XMy0w52pXkRXUpAN&xkcb=SoA967M39wu-G7WZTR0LbzkdCdPP&fccid=8565fd6d224e3376&vjs=3
Engenheiro de Dados,Avenue,,https://br.indeed.com/rc/clk?jk=e5ae799ef45134a7&bb=BUbOM7OvCXMYs9ltY_EUcgIH55-EjglEjCKh4rW2JMMv75iZYDFko5oIexVjldNNmjlqmgzkVRp1H46sbvNmmazT03ZRhXD9KijCUdsi5lt7-Zdr1evD80j88LjKVqd_&xkcb=SoCJ67M39wu-G7WZTR0KbzkdCdPP&fccid=35abd422b5a9737f&vjs=3
ANALISTA DE BI,EMCCAMP RESIDENCIAL,,https://br.indeed.com/rc/clk?jk=1752b2e8ca146485&bb=BUbOM7OvCXMYs9ltY_EUcjnNX48pwqjxKYh3RJbCgZiYNjJDLkxzciL1gcMKITU2LBs3P8QS7GKZwQoewrasjHIVZoN3yr-wbaUwXX8p8maMhoyx4JZe_DAs1Wnxlk-j&xkcb=SoAU67M39wu-G7WZTR0JbzkdCdPP&fccid=b78a843d029e1f35&vjs=3
Estagiário(a) de BI (Business Intelligence),Loyalme by Cuponeria,Anunciada há 21 dias,https://br.indeed.com/rc/clk?jk=a37515958816d174&bb=BUbOM7OvCXMYs9ltY_EUcopqr4C8Ct1t4R_LkZoLa4h1Rq_gmXudx4zGQ0kv53gWJBv8_rffT9vxATKeEto0i4nvvrhxCc25k4N9hR9OLf2vy7JPxbLXU0_FnOrRPs3J&xkcb=SoCg67M39wu-G7WZTR0IbzkdCdPP&fccid=c3b4fab8690f19e5&vjs=3
Analista de teste/ QA,Satellitus Tecnologia,,https://br.indeed.com/rc/clk?jk=d9e0c252d56fe7ee&bb=BUbOM7OvCXMYs9ltY_EUcgvZ332xZYj8Fp9dX0oxHSjFlAZapWijotySF7caJphxFsptQpf0BjMt4ls9GNK3UV4e8tQhst6eJurTPPy_geL8JT54VCE7RZhpIJVmi4sr&xkcb=SoAu67M39wu-G7WZTR0PbzkdCdPP&fccid=cb809c9a760f7737&vjs=3
DevOps,KCS IT,Anunciada há 3 dias,https://br.indeed.com/rc/clk?jk=435b3aa463460e2a&bb=BUbOM7OvCXMYs9ltY_EUcrIAJYPGmBCyxYqSg269pWhZECxwzOQmyBXk8PUrtV8PeKn3NyLZYX7O71wb_e9GTZHaj2NYSmRDmc8FPSZpjQzcfxfpK4hKNiu469UmGkyG&xkcb=SoCa67M39wu-G7WZTR0ObzkdCdPP&fccid=ee421a5b4c76e74e&vjs=3
Data Scientist Pl/Sr,T10,Home Office,https://br.indeed.com/rc/clk?jk=1339bff995662d38&bb=BUbOM7OvCXMYs9ltY_EUcqC74Ay_EWEFBAeg14f35jXFQTNMQtPY-dYaeK-MaMO29mwW5aDCzI4uwVjrF9uWbeXQ1qX_ztmKABkilp2zjY_RY4YY4OqtRawHG1ENi0CQ&xkcb=SoAH67M39wu-G7WZTR0NbzkdCdPP&fccid=b5f8d65fd6206d17&vjs=3
VAGA ENGENHEIRO DEVOPS - KLB,KLB Group,Recém publicada,https://br.indeed.com/rc/clk?jk=e595ac54d64ed11e&bb=BUbOM7OvCXMYs9ltY_EUcmoTJNN7K_9c0pEBxYyvHv4g3NTHmjE3n_Cu_9SLoN-UqJmCkfpDcmGLOR3k66Hn-zs_rmVuXIfhTVnpy1c9VJyhRaxihhswqQU5JYskxVuy&xkcb=SoCz67M39wu-G7WZTR0MbzkdCdPP&fccid=3494e2b17def3f22&vjs=3
Analista de Dados - Presencial- Porto Alegre,FAZ CAPITAL,Anunciada há 11 dias,https://br.indeed.com/rc/clk?jk=0252017ecb758603&bb=BUbOM7OvCXMYs9ltY_EUcoZU4L0Lv-I1QqWZJ_1kxqXBJBI8iQc_R48gCgtNvZkxQpcC_fR3DyyLue4P-B6-Gmmm4iAY9WD92rjSdRhmr9IdeVIhUhRwnMkehvA5zLze&xkcb=SoBa67M39wu-G7WZTR0DbzkdCdPP&fccid=0f55f073920e102f&vjs=3
Engenheiro(a) de SRE,SOC,,https://br.indeed.com/rc/clk?jk=7cf7dc3f04cab7be&bb=BUbOM7OvCXMYs9ltY_EUcqhDEP_m9I7lhD7DxiB1omzhukidHH2dgC9tUgTFHgqbJ2XesbUg6pnURtx7RgWtj8VuNHTaRzSdanuzFpE_Fp7vxkGGD7AFiJkW2uBy8O__&xkcb=SoDu67M39wu-G7WZTR0CbzkdCdPP&fccid=e1dc47ab7b04aa94&vjs=3
Líder Técnico,WANSOFT BRAZIL,,https://br.indeed.com/rc/clk?jk=2e5839a70dfe3b24&bb=BUbOM7OvCXMYs9ltY_EUcqlBA2-cHAYyfKK3aP0RhbFL4xLprgx2d1bfnQ33nkoMi2TGn-3JMENApbzqfgqGSZH7-PGNXaMF9oLuZVyg7R5kp08S7bMOyboEzapOp9Hj&xkcb=SoBz67M39wu-G7WZTR0BbzkdCdPP&fccid=52f6e65de1d48ab2&vjs=3
DevOps Engineer,Tecton,Home Office,https://br.indeed.com/rc/clk?jk=fa42670d2711f6ce&bb=BUbOM7OvCXMYs9ltY_EUcq35fGvYm9ZYHucs96woJqUSELpc9v_hmZrYjm7QlVR11eaOZgeJKBwroRTDAbBSEBIqYgT3XjwNB2S7dD3OKLvBBjPOrQfIMWlTCgJl4Sr4&xkcb=SoDH67M39wu-G7WZTR0AbzkdCdPP&fccid=8c49d390640357bc&vjs=3
"Desenvolvedor(a) fullstack pleno (python, vue.js)",Netvagas,Recém publicada,https://br.indeed.com/rc/clk?jk=3eb81f17bff321f8&bb=BUbOM7OvCXMYs9ltY_EUcuta8jvkTW6el6B_8xS4jlrsRFas_9oZJXPKMOclqJy08L2KRttFbUTaFVX6KedHCpaLJomr2CQYodSxfMaJJ_IP9j_O8SxAZfntALb-wwNy&xkcb=SoBJ67M39wu-G7WZTR0HbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Desenvolvedor Full Stack III,Meeta Solutions,,https://br.indeed.com/rc/clk?jk=2016e717e18a5c1b&bb=BUbOM7OvCXMYs9ltY_EUcjJc6Q9o7zuSPFNEzPCadOdMnv8EhyXZZuJffF1Pih9kFI1IEmjwhoXiVLAjsVueNjpHrDH2KhjDuDjrmIVflriNPVzl23E22geXAkzRWGtb&xkcb=SoD967M39wu-G7WZTR0GbzkdCdPP&fccid=59626df532784a1f&vjs=3
Analista de BI Sênior,Mark Up,Home Office,https://br.indeed.com/rc/clk?jk=695af983c0908b25&bb=BUbOM7OvCXMYs9ltY_EUcjay09sbg8oEIxoqbcNpLuIy393ccg2aj0uqXGDpoZz96YjPaEmVzdrtzWK96TLlPzUqmeYBwXSIkm-Y8hfYf3bEzN2SdSwsUT1A_ncnlNzU&xkcb=SoBg67M39wu-G7WZTR0FbzkdCdPP&fccid=5bfffd27940c145c&vjs=3
Quality Assurance (QA),Construct IN,,https://br.indeed.com/rc/clk?jk=1303846c490a885e&bb=xM5tHAduB51lFK-f9eHvNGX77jjMeU4jaTl8xDdL2Fd4s2HoAqvovRMCUvci5NI1TUCbPBJOW7YK3qEZM_pPnqFze7_FqJM8OhjVQjX241Qkd8gPATE2ZT8mmx0tOQgT&xkcb=SoAz67M39wu9lpxBEB0LbzkdCdPP&fccid=2d90118848d0dede&vjs=3
Analista de Sistemas Pleno,STRATI SOLUCOES E SERVICOS EM TI LTDA,,https://br.indeed.com/rc/clk?jk=aece669ff85cf8b1&bb=xM5tHAduB51lFK-f9eHvNGyw0avLSKFVn15IeUbib-FRsyop7jH9aCx7_RTPrJ7-lJypiIYm2q9dzaYUIAMklgpALzN9noFnmUmcaktfrr6rsrl0_zQEjFB3HxkJXjqK&xkcb=SoCH67M39wu9lpxBEB0KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) de Software - Inteligência Artificial,Nelogica,,https://br.indeed.com/rc/clk?jk=2ac2aa22f04f11bb&bb=xM5tHAduB51lFK-f9eHvNCvB9qcPDZe2j8ZVB9_xWLZtrxYy8Fe4p-b1Dho4BtPGQU8BrqohVV8ES7PejsepEtu9IURIsdLb7YKUEA7NXLzRPJdK_E6nGvp-lsuoJBBL&xkcb=SoAa67M39wu9lpxBEB0JbzkdCdPP&fccid=77ba1b798934a18f&vjs=3
Analista de Dados Pleno,Lett Carreiras,Home Office,https://br.indeed.com/rc/clk?jk=4c57b08c8dc8762f&bb=xM5tHAduB51lFK-f9eHvNHCGFlyDbylWs5981XMYl6Aok5HWb1xRXnes9oYEwWA1kYKBuD-c7BnDr1UZWrNsxUvShq5jozUD6coCDfGmio7av6Ei_zMyia-yau11ie1D&xkcb=SoCu67M39wu9lpxBEB0IbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
DATA PRODUCT MANAGER,Cogna Educação,,https://br.indeed.com/rc/clk?jk=16b26342c1e23048&bb=xM5tHAduB51lFK-f9eHvNO4nuFHkYetiYN5gVFnmVtfqNVqrPr2lRNtQ0hO5ABlfCgMsnQCByMWYHeqUscfjfuQ98YQLyyXdn-0FgYUQUNY1KzfJjJz_4_B4mW9AK0OM&xkcb=SoAg67M39wu9lpxBEB0PbzkdCdPP&fccid=2e794fb1ba5872f8&vjs=3
Analista de Dados Pleno,"Vagas, empregos, oportunidades",Home Office,https://br.indeed.com/rc/clk?jk=669752728150ca12&bb=xM5tHAduB51lFK-f9eHvNL3QWRc7wjMPeB28PnrpVCbdq6znOwAkYrAN1EZWLbmUlVwKazhkqOIJtUES5LY0D_bOFh04WzBVPT3oxoRW9W8yj5LFLQoZjbBtLVwwt3i6&xkcb=SoCU67M39wu9lpxBEB0ObzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Analista de CloudSecurity,Magnetis,,https://br.indeed.com/rc/clk?jk=b57cfe06c9be2a02&bb=xM5tHAduB51lFK-f9eHvNEbw3TjX4OquyNGEG-ww2TrU09ltVYgUJKQlT-U_CMzOTFO2vitDda6Cduhf8TqguPkmyPsOBpUY1OLuME5txyfvMZa8aeK8szcmpKYdz19B&xkcb=SoAJ67M39wu9lpxBEB0NbzkdCdPP&fccid=8546d692b2288496&vjs=3
Senior Site Reliability Engineer,Podium,Home Office,https://br.indeed.com/rc/clk?jk=f70e731407e1a70c&bb=xM5tHAduB51lFK-f9eHvND7Y2Hk8ac-kQV1b76UiiiC2WoTs0CcB23dtNMET_xz-oaP-FyXfSZRRHqQE947r8g90r1tcHHH6oop1868VCmWmgBssMShyH7oG8F0yzRRi&xkcb=SoC967M39wu9lpxBEB0MbzkdCdPP&fccid=9d7a7498a32683e4&vjs=3
Data Engineer,ioasys,Home Office,https://br.indeed.com/rc/clk?jk=e8fe764d3cfea25f&bb=xM5tHAduB51lFK-f9eHvNEYs5F8e1k6kDChF1pCaEqgE97mj7SqTDGKLWp5oiFl95Dx3IFU216ZVuT9SfSh74A2C-l2uPVeWP_aW4U9UmG3l-Ya2DkVpobwLIWbDIzBV&xkcb=SoBU67M39wu9lpxBEB0DbzkdCdPP&fccid=cd3c13bc26128e6f&vjs=3
